"","X","geoUID","r_external_5yr","r_inter_5yr","r_internal_5yr","r_intra_5yr","r_migrants_5yr","r_movers_5yr","r_nonMigrants_5yr","r_nonMovers_5yr"
"368",368,10010708,0,0.75,1,0.5,0.667,0.091,0.5,0.909
"369",369,10010709,0,0,1,0.667,0.75,0.1,1.5,0.887
"370",370,10010710,0.222,0,0.889,1,0.692,0.165,0.667,0.835
"371",371,10010711,0,0,0.9,1.111,0.833,0.279,0.286,0.744
"372",372,10010712,0.105,0.529,0.895,0.529,0.704,0.225,0.727,0.775
"373",373,10010713,0,0.667,0.75,0.667,0.444,0.161,2,0.857
"374",374,10010714,0,0,1,0.8,1,0.167,0,0.85
"375",375,10010715,0,0.8,1,0.2,0.769,0.25,0.5,0.75
"376",376,10010716,0,1,1,0,1,0.032,0,0.968
"377",377,10010717,0,0.625,1,0.5,0.727,0.092,0.5,0.9
"378",378,10010718,0.2,0.417,0.8,0.583,0.682,0.229,0.667,0.781
"379",379,10010719,0,0.273,0.917,0.727,0.571,0.153,1.286,0.847
"380",380,10010720,0,0,1,1,0.231,0.186,3,0.814
"381",381,10010721,0,0.25,0.952,0.8,0.636,0.308,1.2,0.682
"382",382,10010722,0,0.333,1,0.6,0.937,0.16,0.2,0.84
"383",383,10010723,0,0,1e+05,1,0,0.095,0,0.952
"384",384,10010724,0,0.286,1,0.714,1.077,0.183,0,0.817
"385",385,10010725,0,0,1,1,1,0.071,0,0.929
"386",386,10010726,0,0,0.875,1,0.889,0.164,0,0.873
"387",387,10010727,0,0.714,1.167,0.286,0.857,0.219,0,0.812
"388",388,10010728,0,0,1,1,1,0.05,0,0.975
"389",389,10010729,0,0,1,0.6,1,0.07,0,0.944
"390",390,10010730,0,1,1,0,1,0.042,0,0.958
"391",391,10010731,0,0,0,0,0,0,0,1
"392",392,10010732,NA,NA,NA,NA,NA,NA,NA,NA
"393",393,10010733,0,0.75,1.333,0,1,0.231,0,0.769
"394",394,10010734,0,0,0,0,0,0,0,1.024
"395",395,10010735,0,1,1,0,0.286,0.14,1.333,0.88
"396",396,10010736,0,0.5,0.8,0.5,0.714,0.292,0.5,0.708
"397",397,10010737,0,0,1,1,0.923,0.186,0,0.829
"398",398,10010738,0,1,1,0,0.636,0.196,1,0.804
"399",399,10010739,0,0,0,0,0,0,0,1
"400",400,10010740,0,0.625,1,0.5,0.8,0.164,1e+05,0.852
"401",401,10010741,0,0.316,1.027,0.658,0.822,0.294,0.636,0.706
"402",402,10010742,0,0.5,1,0.5,0.75,0.073,0.5,0.927
"403",403,10010743,0,0.444,1,0.556,0.75,0.135,0.571,0.854
"404",404,10010744,0,0.182,1.1,0.727,0.625,0.184,0.6,0.816
"405",405,10010745,0,0,0.75,1,1.333,0.214,0,0.786
"406",406,10010746,0,0,0,0,0,0,0,1
"407",407,10010747,0,0.5,1,0.5,1,0.089,0,0.911
"408",408,10010748,0,0,0,0,0,0.039,1e+05,0.961
"409",409,10010749,0,0,0,0,0,0,0,0.947
"410",410,10010750,0,0.667,0.75,0.667,0.444,0.13,1.5,0.87
"411",411,10010751,0.25,0,0.875,0.857,0.8,0.25,0,0.775
"412",412,10010752,0,0.286,1,0.857,0.583,0.308,0.714,0.718
"413",413,10010753,0,0.778,0.9,0.222,0.588,0.187,0.875,0.813
"414",414,10010754,0,1,1e+05,1,0,0.125,350000,0.875
"415",415,10010755,0,0,1,1,0.333,0.273,1.75,0.727
"416",416,10010756,0,0.4,1.25,0.8,0.25,0.205,1.25,0.795
"417",417,10010757,0,0.375,1,0.625,0.471,0.304,1.333,0.696
"418",418,10010758,0,0.5,0.8,0.5,0.294,0.218,1.625,0.782
"419",419,10010759,0,0.571,1,0.429,0.437,0.2,0.889,0.8
"420",420,10010760,0,1,1,0,0.375,0.178,0.8,0.844
"421",421,10010761,0,0.308,1,0.769,0.5,0.224,0.929,0.767
"422",422,10010762,0,0.133,1,0.867,0.714,0.158,0.545,0.842
"423",423,10010763,NA,NA,NA,NA,NA,NA,NA,NA
"424",424,10010764,0,0.364,1,0.545,0.5,0.224,3,0.765
"425",425,10010765,0,0.556,1,0.444,0.6,0.179,1.4,0.81
"426",426,10010766,0.182,0,0.818,0.889,0.423,0.26,1.455,0.73
"427",427,10010767,0,0.4,1,0.4,0.333,0.165,3.333,0.835
"428",428,10010768,0.125,0.31,0.906,0.621,0.552,0.317,1.25,0.683
"429",429,10010769,0,0.187,0.97,0.812,0.635,0.274,1.059,0.726
"430",430,10010770,0,0.714,1,0.429,0.467,0.15,1.5,0.85
"431",431,10010771,0,0.294,1,0.765,0.395,0.301,2.364,0.699
"432",432,10010772,0,0.154,1.083,0.846,0.308,0.267,3,0.733
"433",433,10010773,0.7,0.667,0.3,0.667,0.385,0.491,1.455,0.509
"434",434,10010774,0.182,0.5,0.909,0.4,0.393,0.301,1.455,0.688
"435",435,10010775,0.328,0.526,0.655,0.5,0.369,0.394,2.2,0.603
"436",436,10010776,0.071,0.25,1,0.714,0.583,0.304,2,0.696
"437",437,10010777,0.057,0.206,0.971,0.794,0.7,0.318,0.933,0.688
"438",438,10010778,0,0.375,0.941,0.625,0.85,0.179,0.5,0.821
"439",439,10010779,0.095,0.632,0.905,0.421,0.488,0.473,2,0.527
"440",440,10010780,0.125,0.133,0.937,0.933,0.485,0.398,2.571,0.614
"441",441,10010781,0,0.098,0.976,0.927,0.532,0.268,1.652,0.732
"442",442,10010782,0,0.353,1,0.647,0.68,0.301,1.286,0.699
"443",443,10010783,0.125,0.5,0.875,0.571,0.727,0.301,0.545,0.699
"444",444,10010784,0.167,0,0.75,1,0.6,0.256,0.8,0.744
"445",445,10010785,0,0.3,1,0.667,0.698,0.218,1,0.787
"446",446,10010786,0,0.182,1,0.818,0.44,0.238,1.75,0.762
"447",447,10010787,0.065,0.302,0.935,0.721,0.657,0.361,1.2,0.644
"448",448,10010788,0.1,0.15,1,0.85,0.769,0.31,0.333,0.69
"449",449,10010789,0,0.105,0.95,0.947,0.571,0.257,2.5,0.735
"450",450,10010790,0,0.172,0.967,0.828,0.652,0.234,1.062,0.766
"451",451,10010791,0,0.667,0.9,0.333,0.714,0.237,0.8,0.746
"452",452,10010792,0,0.179,1,0.821,0.737,0.22,0.786,0.775
"453",453,10010793,0,0.229,1,0.771,0.761,0.324,0.857,0.669
"454",454,10010794,0,0.667,1,0.667,0.231,0.181,3.333,0.806
"455",455,10010795,0,0.667,1,0,0.4,0.143,3.333,0.857
"456",456,10010796,0,0.182,1,0.818,0.423,0.289,750000,0.722
"457",457,10010797,NA,NA,NA,NA,NA,NA,NA,NA
"458",458,10010798,0,0.45,0.952,0.55,0.778,0.257,0.4,0.752
"459",459,10010799,0.118,0.2,0.882,0.8,0.515,0.314,3.2,0.695
"460",460,10010800,0,0.222,1,0.833,0.621,0.302,1.833,0.698
"461",461,10010801,0.154,0.379,0.846,0.621,0.661,0.347,1.111,0.653
"462",462,10010802,0.133,0,0.867,1,0.789,0.167,0.8,0.851
"463",463,10010803,0,0.171,1,0.829,0.593,0.461,5,0.531
"464",464,10010804,0.045,0.129,0.939,0.871,0.524,0.516,0.952,0.48
"465",465,10010805,0,0.348,1.045,0.609,0.367,0.349,1.947,0.651
"466",466,10010806,0,0.467,1,0.533,0.625,0.296,0.909,0.691
"467",467,10010807,0,0.462,1.083,0.462,0.5,0.286,0.786,0.714
"468",468,10010808,0,0.467,1.071,0.4,0.583,0.258,2.25,0.731
"469",469,10010809,0.5,0.5,1,0,0.364,0.162,3e+05,0.838
"470",470,10010810,0,0.75,1,0.25,0.471,0.2,2.25,0.812
"471",471,10010811,0,0.5,1,0.5,0.211,0.241,2.8,0.759
"472",472,10010812,0.236,0.481,0.75,0.537,0.4,0.424,1.588,0.576
"473",473,10010813,0.12,0.364,0.88,0.614,0.476,0.512,1.341,0.483
"474",474,10010814,0.163,0.444,0.837,0.556,0.489,0.429,1.216,0.571
"475",475,10010815,0.136,0.231,0.886,0.769,0.638,0.676,0.714,0.324
"476",476,10010817,0,0.314,1,0.686,0.464,0.438,3.471,0.566
"477",477,10010818,0.108,0.312,0.865,0.687,0.638,0.317,1.294,0.683
"478",478,10010820,0,0,0.929,0.923,0.636,0.289,0.667,0.711
"479",479,10010821,0,0,1,1,0.2,0.224,1.857,0.776
"480",480,10010822,0.75,0,0.5,1,0.25,0.235,2.6,0.75
"481",481,10010823,0,0.4,1,0.8,0.208,0.329,2.111,0.671
"482",482,10010824,0,0.187,0.97,0.844,0.287,0.511,2.562,0.489
"483",483,10010825,0.093,0.388,0.916,0.612,0.461,0.524,1.582,0.474
"484",484,10010826,0,0.625,0.889,0.375,0.375,0.238,5,0.762
"485",485,10010827,0.118,0.328,0.897,0.672,0.389,0.478,1.71,0.519
"486",486,1002,0.04,0.35,0.962,0.65,0.577,0.201,1.13,0.799
"487",487,10020079,0,0,1,0.867,0.882,0.157,0.333,0.843
"488",488,10020080,NA,NA,NA,NA,NA,NA,NA,NA
"489",489,10020081,0,0,1,1,0.538,0.118,3e+05,0.882
"490",490,10020082,0,0,0,0,0,0,0,1
"491",491,10020083,0,1,1,0,0.4,0.089,150000,0.911
"492",492,10020084,0,0,1e+05,1,0,0,0,0.96
"493",493,10020085,0,1,1,0,0.333,0.209,2,0.791
"494",494,10020086,0,0.556,1,0.333,1,0.237,0,0.789
"495",495,10020087,0,0.4,1,0.8,1,0.227,0,0.727
"496",496,10020088,0,0,1,0.667,0.75,0.093,0.667,0.93
"497",497,10020089,0,0.667,1,0.333,0.9,0.125,0.667,0.887
"498",498,10020090,NA,NA,NA,NA,NA,NA,NA,NA
"499",499,10020091,0.125,0.8,0.937,0.2,0.762,0.204,0.308,0.806
"500",500,10020092,0,0,0,0,0,0,0,0.95
"501",501,10020093,0,1,1e+05,0,0,0.075,1e+05,0.925
"502",502,10020094,0,0.316,1,0.632,0.864,0.202,1.5,0.789
"503",503,10020095,0,0.5,1,0.5,1,0.138,1e+05,0.828
"504",504,10020096,0.222,0,0.778,0.857,0.75,0.138,0.273,0.874
"505",505,10020097,0,0.5,0.889,0.375,0.29,0.36,4.4,0.64
"506",506,10020098,0.061,0.161,0.939,0.806,0.55,0.279,1.333,0.716
"507",507,10020099,0,0.278,1,0.667,0.486,0.245,2.222,0.748
"508",508,10020100,0,0.333,1,0.667,0.529,0.205,2.333,0.795
"509",509,10020101,0,0.2,1.111,0.8,0.562,0.356,3.5,0.644
"510",510,10020102,0.167,0.357,0.778,0.714,0.667,0.375,0.769,0.611
"511",511,10020103,0,0.182,1,0.818,0.355,0.33,1.357,0.67
"512",512,10020104,0,0.75,1,0.375,0.667,0.133,0.444,0.856
"513",513,10020105,0,0.667,1.5,0.667,1,0.05,0,0.925
"514",514,10020106,0,0.286,1,0.857,0.5,0.209,3.5,0.791
"515",515,10020107,0,0.154,1,0.846,0.722,0.176,0.5,0.824
"516",516,10020108,0,0,1,0,1,0.033,0,1
"517",517,10020109,NA,NA,NA,NA,NA,NA,NA,NA
"518",518,10020110,0,0.2,1,0.8,0.526,0.171,1.286,0.829
"519",519,10020111,0.211,0.467,0.789,0.6,0.679,0.283,1.286,0.707
"520",520,10020112,0,0,1,0.889,0.5,0.171,1.8,0.819
"521",521,10020113,0,0.333,1,0.667,0.882,0.304,0.75,0.679
"522",522,10020114,0,0.222,1,0.889,0.375,0.224,1.75,0.776
"523",523,10020115,0,0.8,1,0,0.625,0.157,2e+05,0.843
"524",524,10020116,0,0.4,1,0.4,1.25,0.052,0,0.948
"525",525,10020117,0,0,0,0,0,0,0,1
"526",526,10020118,0.667,0,0,0,0.333,0.141,3.5,0.844
"527",527,10020119,0,0.222,1,0.667,0.562,0.225,1.4,0.775
"528",528,10020120,0,0.2,1,0.9,0.455,0.262,1.222,0.738
"529",529,10020121,NA,NA,NA,NA,NA,NA,NA,NA
"530",530,10020122,0,0.875,1,0,0.571,0.241,3,0.741
"531",531,10020123,0,0.778,1,0.222,0.643,0.237,1,0.763
"532",532,10020124,0,0.429,1,0.571,0.778,0.22,0.286,0.805
"533",533,10020125,0,0,1,1,0.75,0.148,0.286,0.87
"534",534,10020126,0,0,1,1,0.667,0.15,0,0.85
"535",535,10020127,0,0,0,0,0,0.106,2,0.915
"536",536,10020128,0,0.182,1.1,0.818,0.526,0.247,4,0.753
"537",537,10020129,0,0.4,1,0.6,0.5,0.13,250000,0.87
"538",538,10020130,0.182,0.7,0.909,0.2,0.55,0.179,1.286,0.821
"539",539,10020131,0.143,0.231,0.929,0.769,0.538,0.325,0.917,0.687
"540",540,10020132,0.333,0.333,1,0.5,0.4,0.208,1.8,0.792
"541",541,10020133,0,0.5,1.2,0.333,0.417,0.293,0.857,0.707
"542",542,10020134,0,0.357,1,0.571,0.609,0.261,0.529,0.739
"543",543,10020135,0,0.444,1,0.556,0.529,0.227,0.889,0.76
"544",544,10020136,0,0,1.2,1,0.357,0.184,1,0.816
"545",545,10020137,0,0.667,0.75,0.667,0.8,0.192,0.667,0.808
"546",546,1003,0,0.451,1,0.545,0.483,0.161,1.368,0.839
"547",547,10030056,NA,NA,NA,NA,NA,NA,NA,NA
"548",548,10030057,0,0,0,0,0,0,0,0.941
"549",549,10030058,0,0,0.857,1,0.583,0.109,2,0.882
"550",550,10030059,0,0,1,1.333,0.5,0.136,1.5,0.841
"551",551,10030060,0,0,1e+05,1,0,0.174,1.25,0.826
"552",552,10030061,NA,NA,NA,NA,NA,NA,NA,NA
"553",553,10030062,0,0,1,1,1,0.067,0,0.956
"554",554,10030063,0,0.6,1,0.5,0.909,0.133,1,0.855
"555",555,10030064,0,0,0,0,1e+05,0,0,0.972
"556",556,10030065,NA,NA,NA,NA,NA,NA,NA,NA
"557",557,10030066,0,1,1,0,0.154,0.228,5,0.789
"558",558,10030067,0,0,0.667,1,0.214,0.264,5,0.755
"559",559,10030068,0,0.308,1,0.692,0.448,0.145,3.2,0.855
"560",560,10030069,0,0,1,1,1,0.105,0,0.895
"561",561,10030070,0,0.429,1,0.571,0.875,0.163,0,0.837
"562",562,10030071,0,0,1,0,1,0.095,1e+05,0.905
"563",563,10030072,0,0.714,0.875,0.429,1,0.105,0,0.895
"564",564,10030073,0,0,1,0,1,0.077,0,0.885
"565",565,10030074,0,1e+05,0,0,0.2,0.122,4e+05,0.89
"566",566,10030075,0,1,0.667,1,0.6,0.076,0,0.939
"567",567,10030076,0,0,0,0,0,0.049,1.333,0.939
"568",568,10030077,0,0,0,0,0,0,0,1
"569",569,10030078,0,0,0,0,0,0,0,1.1
"570",570,10030079,0,1.2,0.833,0,0.667,0.129,1,0.886
"571",571,10030080,0,0,0,0,0,0,0,1
"572",572,10030081,0,1,1,0,0.714,0.109,0.5,0.906
"573",573,10030082,0,0.625,1,0.375,0.727,0.081,0.429,0.919
"574",574,10030083,0,0.778,1,0.222,0.529,0.218,4,0.795
"575",575,10030084,0,0.75,1,0.5,0.571,0.117,0.667,0.9
"576",576,10030085,0,0.333,1,0.667,0.385,0.317,2.273,0.683
"577",577,10030086,0,0.273,1,0.636,0.355,0.256,6.667,0.752
"578",578,10030087,0,0.469,1,0.562,0.64,0.213,0.783,0.787
"579",579,10030088,0,0,1,0.889,0.529,0.243,4,0.757
"580",580,10030089,0,0.545,0.917,0.364,0.667,0.191,1.5,0.819
"581",581,10030090,0,0.75,0.8,0,0.312,0.296,0.8,0.685
"582",582,10030091,0,0,0,0,0,0.106,1.167,0.909
"583",583,10030092,0,0.556,1,0.556,0.474,0.179,1.429,0.821
"584",584,10030093,0,0.267,1,0.733,0.5,0.238,1.875,0.77
"585",585,10030094,0,0,0,0,0,0,0,1.045
"586",586,10030095,0,0.75,1,0.25,0.632,0.288,0.5,0.697
"587",587,10030096,0,0.333,1,0.833,0.75,0.092,0.4,0.908
"588",588,10030097,0,0.667,1,0.667,0.231,0.173,2.2,0.84
"589",589,10030098,0,0.286,1.167,0.571,0.25,0.226,1.5,0.764
"590",590,1004,0.015,0.417,0.985,0.581,0.575,0.245,1.092,0.755
"591",591,10040077,0,0,0,0,0,0,0,1
"592",592,10040078,0,0.857,1,0,0.875,0.114,1,0.886
"593",593,10040079,0,0.933,1,0,0.833,0.202,0.154,0.798
"594",594,10040080,0,0.375,1.143,0.5,0.333,0.244,1.857,0.756
"595",595,10040081,0.158,0.333,0.789,0.733,0.396,0.539,2.417,0.461
"596",596,10040082,0,0.333,1.059,0.611,0.567,0.435,1,0.565
"597",597,10040083,0,0.429,1,0.571,0.389,0.234,0.917,0.766
"598",598,10040084,0,0.286,1,0.571,0.636,0.167,2.5,0.833
"599",599,10040085,0,0.25,0.889,0.875,0.562,0.225,1.6,0.761
"600",600,10040086,0,0.455,1,0.545,0.367,0.303,1.118,0.687
"601",601,10040087,0,0.2,1.071,0.733,0.467,0.283,1.071,0.717
"602",602,10040088,0,0.429,1,0.429,0.538,0.141,1.2,0.859
"603",603,10040089,0,0.125,1.067,0.875,0.652,0.307,1.75,0.68
"604",604,10040090,0,0.462,1,0.538,0.5,0.268,0.923,0.722
"605",605,10040091,0,0.433,1,0.567,0.526,0.297,1.421,0.703
"606",606,10040092,0,0.591,1,0.409,0.611,0.439,1,0.573
"607",607,10040093,0,0.227,1,0.773,0.786,0.246,0.857,0.754
"608",608,10040094,0,0.5,1.091,0.417,0.647,0.254,3,0.731
"609",609,10040095,0,0.385,0.929,0.615,0.5,0.237,2.143,0.754
"610",610,10040096,0,0.25,1,0.714,0.966,0.25,0.118,0.75
"611",611,10040097,0,0.522,1,0.478,0.793,0.319,0.375,0.681
"612",612,10040098,0,0.227,1,0.818,0.524,0.56,0.826,0.44
"613",613,10040099,0,0.875,1,0.25,0.258,0.674,2.444,0.304
"614",614,10040100,0.222,0.375,0.889,0.375,0.692,0.213,0.8,0.787
"615",615,10040101,0,0.333,1,0.667,0.4,0.246,3.333,0.738
"616",616,10040102,0,0.167,1,0.833,0.429,0.368,2.286,0.632
"617",617,10040103,0,0.5,1.091,0.417,0.733,0.263,0.333,0.754
"618",618,10040104,0,0.526,0.95,0.526,0.741,0.241,0.615,0.759
"619",619,10040105,0,0.556,0.9,0.444,0.625,0.211,1.167,0.789
"620",620,10040106,0,0.429,1,0.571,0.5,0.206,1.167,0.779
"621",621,10040107,0,0.2,1,0.9,0.769,0.148,1,0.852
"622",622,10040108,0,0.5,1,0.5,0.833,0.146,0.333,0.854
"623",623,10040109,0,1,1,0,0.2,0.167,5e+05,0.833
"624",624,10040110,0,0,0.5,1.5,0.571,0.097,1.5,0.917
"625",625,10040111,0,0.625,1,0.5,0.615,0.134,1.667,0.856
"626",626,10040112,0,0.714,1,0.429,0.778,0.089,0.667,0.911
"627",627,10040113,0,0.625,0.889,0.375,0.6,0.142,1,0.858
"628",628,10040114,0,0.35,1,0.6,0.606,0.275,1.625,0.725
"629",629,10040115,0,0.545,1,0.545,0.579,0.176,1,0.824
"630",630,10040116,0,0.714,1,0.286,0.437,0.205,0.895,0.808
"631",631,10040117,0,0.286,1,0.857,0.875,0.108,0,0.905
"632",632,10040118,0,0.333,1,0.667,0.72,0.263,0.583,0.737
"633",633,10040119,0,0.214,1,0.714,0.875,0.165,0,0.835
"634",634,10040120,0,0.667,1,0.5,0.316,0.2,2.4,0.8
"635",635,1005,0.04,0.396,0.96,0.605,0.503,0.317,1.306,0.683
"636",636,10050076,0,0.375,1,0.5,0.889,0.141,0,0.859
"637",637,10050077,0,0.875,1,0.125,0.842,0.207,0.222,0.783
"638",638,10050078,0,0.8,1,0,0.667,0.181,1,0.807
"639",639,10050079,0,0.333,0.857,0.833,0.875,0.348,0.5,0.696
"640",640,10050080,0.077,0.609,0.885,0.391,0.634,0.36,2.667,0.649
"641",641,10050081,0,0.36,0.962,0.68,0.839,0.282,0.625,0.727
"642",642,10050082,0,0.259,1,0.741,0.509,0.411,3.25,0.589
"643",643,10050083,0.13,0.3,0.87,0.7,0.5,0.479,1.278,0.51
"644",644,10050084,0,0.5,1.048,0.5,0.618,0.366,1,0.634
"645",645,10050085,0,0.333,1,0.667,0.243,0.363,1.526,0.637
"646",646,10050086,0,0.4,1,0.7,0.476,0.382,0.857,0.6
"647",647,10050087,0,0.6,0.909,0.4,0.393,0.35,2.25,0.65
"648",648,10050088,0.15,0.647,0.85,0.353,0.588,0.354,1.4,0.646
"649",649,10050089,0,0.386,1,0.614,0.679,0.4,0.903,0.595
"650",650,10050090,0.053,0.405,0.974,0.622,0.691,0.417,0.842,0.583
"651",651,10050091,0,0,0.667,1,0.5,0.6,0.667,0.4
"652",652,10050092,0,0.259,0.983,0.759,0.756,0.494,1.053,0.506
"653",653,10050093,0.111,0.458,0.889,0.542,0.643,0.333,1.667,0.667
"654",654,10050094,0,0.267,1,0.733,0.577,0.243,1.571,0.757
"655",655,10050095,0,0.444,1.038,0.556,0.684,0.452,1.083,0.548
"656",656,10050096,0,0.25,0.923,0.833,0.812,0.186,1.333,0.814
"657",657,10050097,0,0.278,1,0.722,0.514,0.287,0.895,0.721
"658",658,10050098,0.061,0.156,0.97,0.812,0.569,0.358,0.963,0.642
"659",659,10050099,0,0.462,1.083,0.615,0.667,0.194,0.75,0.796
"660",660,10050101,0.027,0.361,0.986,0.625,0.593,0.401,0.845,0.599
"661",661,10050102,0,0.7,0.909,0.4,0.458,0.222,2.6,0.778
"662",662,10050103,0,0.375,0.889,0.75,0.529,0.258,1.143,0.742
"663",663,10050104,0,0.545,1,0.636,0.407,0.37,1.143,0.63
"664",664,10050105,0.286,0.45,0.714,0.6,0.933,0.341,0,0.659
"665",665,10050106,0.133,0.538,0.867,0.538,0.254,0.546,2.048,0.454
"666",666,10050107,0.294,0.5,0.706,0.5,0.531,0.416,0.882,0.584
"667",667,10050108,0,0.455,1,0.545,0.423,0.329,1,0.658
"668",668,10050109,0,0.143,1,0.929,0.5,0.378,2.333,0.622
"669",669,10050110,0,0.6,1.25,0.4,0.4,0.141,1.667,0.859
"670",670,10050111,0,0.286,1,0.786,0.519,0.303,1.3,0.685
"671",671,10050112,0,1,1,0,0.133,0.38,1.667,0.62
"672",672,10050113,0,0.25,1,0.625,0.381,0.266,2.167,0.747
"673",673,10050114,0.25,0.4,0.625,1,0.421,0.284,2,0.716
"674",674,10050115,0,0.667,1,0.667,0.12,0.373,1.833,0.627
"675",675,10050116,0,0.269,1,0.692,0.531,0.287,1.353,0.708
"676",676,10050117,0,0.375,1,0.625,0.8,0.256,0.333,0.744
"677",677,10050118,0,0.5,1,0,0.267,0.169,2.5,0.831
"678",678,10050119,0,0.8,1.071,0.133,0.5,0.257,1.083,0.743
"679",679,10050120,0,0.722,1,0.278,1,0.295,0,0.721
"680",680,10050121,0,1,1,0,0.773,0.176,2,0.832
"681",681,10050122,NA,NA,NA,NA,NA,NA,NA,NA
"682",682,10050123,0,0.409,1,0.591,0.687,0.246,2.5,0.762
"683",683,10050124,0,0.429,0.875,0.714,0.25,0.229,1.211,0.771
"684",684,10050125,0,0.6,0.909,0.5,0.55,0.196,450000,0.804
"685",685,10050126,0,0.625,0.889,0.625,0.6,0.221,2,0.779
"686",686,10050127,0,0.25,0.966,0.75,0.674,0.297,1.25,0.703
"687",687,10050129,0,0.5,1,0.75,0.222,0.198,1.182,0.813
"688",688,10050130,0,0,1,1.5,0.25,0.108,250000,0.892
"689",689,10050131,0,0.25,1,0.75,0.308,0.34,1.44,0.66
"690",690,10050132,0,0,1,1,0.263,0.224,1.556,0.765
"691",691,10050133,0.112,0.229,0.875,0.771,0.346,0.411,1.452,0.591
"692",692,10050134,0,0.667,1,0.4,0.625,0.304,0.9,0.696
"693",693,10050135,0,0.667,1,0.333,0.286,0.3,1.167,0.7
"694",694,10050136,0.154,0.417,0.923,0.583,0.565,0.232,1.833,0.768
"695",695,10050137,0.222,0.375,0.889,0.625,0.29,0.337,1.5,0.674
"696",696,10050138,0,0.467,1,0.533,0.469,0.381,0.85,0.619
"697",697,10050139,0,0.556,1.125,0.444,0.333,0.267,1.667,0.733
"698",698,10050140,0,0.25,1.067,0.687,0.375,0.32,2.5,0.68
"699",699,10050141,0,0.333,1,0.667,0.536,0.359,0.857,0.641
"700",700,10050143,0,0.286,1,0.857,0.194,0.571,2.308,0.429
"701",701,10050144,0,0.3,1,0.8,0.303,0.333,1.1,0.667
"702",702,10050145,0,0,0.833,1,0.429,0.161,1.286,0.839
"703",703,10050146,0,0,1,1,0.227,0.386,2.286,0.614
"704",704,10050147,0.4,0.75,0.8,0,0.294,0.215,1.375,0.797
"705",705,10050148,0,0.2,0.909,0.9,0.306,0.286,3.125,0.706
"706",706,10050149,0,0.429,1,0.643,0.326,0.457,1.611,0.543
"707",707,10050150,0,0.437,1,0.625,0.696,0.523,0.6,0.477
"708",708,10050151,0,0.312,1,0.75,0.889,0.4,0,0.6
"709",709,10050152,0,1e+05,0,0,1,0.054,0,0.946
"710",710,10050153,0,0.556,1,0.556,0.6,0.203,250000,0.797
"711",711,10050154,0.182,0.727,1,0.182,0.786,0.135,0.667,0.846
"712",712,10050155,0,0,0.75,0.667,0.571,0.194,0.8,0.778
"713",713,10050156,0,0.4,1.25,0.4,0.267,0.181,1.833,0.819
"714",714,10050158,0,0.182,1,1,0.5,0.31,0.588,0.69
"715",715,10050159,0,0.545,1,0.455,0.733,0.349,0.75,0.674
"716",716,10050160,0.5,1,0.5,1,0.333,0.255,1.8,0.745
"717",717,1006,0.03,0.36,0.97,0.64,0.485,0.321,1.506,0.679
"718",718,10060058,0,0.237,0.974,0.737,0.459,0.63,1.394,0.363
"719",719,10060059,0.105,0.212,0.868,0.788,0.458,0.432,1.84,0.562
"720",720,10060060,0,0.389,1.059,0.556,0.395,0.402,1.625,0.598
"721",721,10060061,0.12,0.455,0.88,0.545,0.481,0.419,1.5,0.581
"722",722,10060062,0.278,0.214,0.778,0.714,0.439,0.261,2,0.739
"723",723,10060063,0.017,0.466,0.983,0.534,0.532,0.484,1.529,0.516
"724",724,10060064,0,0.304,1,0.652,0.59,0.371,1.667,0.648
"725",725,10060065,0,0.316,1,0.684,0.679,0.304,1.286,0.685
"726",726,10060066,0.133,0.462,0.867,0.538,0.556,0.38,0.75,0.634
"727",727,10060067,0,0.667,1,0.333,0.429,0.3,1.571,0.7
"728",728,10060068,0,0.467,1,0.467,0.577,0.31,0.667,0.69
"729",729,10060069,0.043,0.395,0.935,0.581,0.561,0.482,1.462,0.518
"730",730,10060070,0.179,0.478,0.821,0.522,0.452,0.383,1.478,0.623
"731",731,10060071,0,0.733,0.937,0.267,0.372,0.483,1.526,0.517
"732",732,10060072,0,0.385,1,0.692,0.722,0.25,0.4,0.75
"733",733,10060073,0,1,1,0,0.381,0.241,1,0.77
"734",734,10060074,0,0,1.333,1,0.5,0.14,1,0.86
"735",735,10060075,0,0.263,1,0.737,0.905,0.202,0.75,0.798
"736",736,10060076,0,0.214,1,0.786,0.7,0.312,0.6,0.687
"737",737,10060077,0,0.286,1,0.714,0.467,0.167,3.5,0.844
"738",738,10060078,0,0.5,1,0.538,0.743,0.278,0.615,0.722
"739",739,10060079,0,0.75,1,0.5,0.364,0.162,1.4,0.838
"740",740,10060080,0,0.5,1,0.5,0.333,0.158,4e+05,0.842
"741",741,10060081,0,0.4,1,0.6,0.741,0.178,1,0.829
"742",742,10060082,0,0,1,1,0.286,0.163,2,0.837
"743",743,10060083,0,0,1.043,0.958,0.5,0.266,1.1,0.74
"744",744,10060084,0.143,0.154,0.929,0.846,0.4,0.259,1.615,0.741
"745",745,10060085,0,0.294,1,0.706,0.586,0.271,0.8,0.729
"746",746,10060086,0,0.071,0.966,0.929,0.829,0.269,0.412,0.731
"747",747,10060087,0.167,0.643,0.778,0.429,0.783,0.25,0.455,0.739
"748",748,10060088,0,0,1,1,0.167,0.214,5,0.786
"749",749,10060089,0,0.267,1,0.8,0.455,0.277,1.889,0.731
